date,country,index_to_feb01
2020-02-11,FR,100.32
2020-02-12,FR,100.31
2020-02-13,FR,100.43
2020-02-14,FR,100.51
2020-02-15,FR,100.37
2020-02-16,FR,99.97
2020-02-17,FR,99.81
2020-02-18,FR,99.61
2020-02-19,FR,99.52
2020-02-20,FR,99.55
2020-02-21,FR,99.5
2020-02-22,FR,99.86
2020-02-23,FR,100.47
2020-02-24,FR,100.86
2020-02-25,FR,101.27
2020-02-26,FR,101.57
2020-02-27,FR,101.8
2020-02-28,FR,102.12
2020-02-29,FR,102.26
2020-03-01,FR,102.27
2020-03-02,FR,102.22
2020-03-03,FR,102.19
2020-03-04,FR,102.08
2020-03-05,FR,101.95
2020-03-06,FR,101.91
2020-03-07,FR,101.87
2020-03-08,FR,101.83
2020-03-09,FR,101.84
2020-03-10,FR,102.05
2020-03-11,FR,102.32
2020-03-12,FR,102.66
2020-03-13,FR,102.52
2020-03-14,FR,102.34
2020-03-15,FR,102.03
2020-03-16,FR,101.74
2020-03-17,FR,100.94
2020-03-18,FR,99.92
2020-03-19,FR,98.46
2020-03-20,FR,97.01
2020-03-21,FR,95.49
2020-03-22,FR,94.06
2020-03-23,FR,92.76
2020-03-24,FR,91.42
2020-03-25,FR,89.95
2020-03-26,FR,88.68
2020-03-27,FR,87.75
2020-03-28,FR,86.81
2020-03-29,FR,85.87
2020-03-30,FR,84.81
2020-03-31,FR,83.79
2020-04-01,FR,82.88
2020-04-02,FR,81.83
2020-04-03,FR,80.79
2020-04-04,FR,79.75
2020-04-05,FR,78.69
2020-04-06,FR,77.55
2020-04-07,FR,76.57
2020-04-08,FR,75.62
2020-04-09,FR,74.77
2020-04-10,FR,73.81
2020-04-11,FR,72.71
2020-04-12,FR,71.52
2020-04-13,FR,70.53
2020-04-14,FR,69.56
2020-04-15,FR,68.94
2020-04-16,FR,68.51
2020-04-17,FR,68.2
2020-04-18,FR,68.16
2020-04-19,FR,68.25
2020-04-20,FR,68.1
2020-04-21,FR,68.17
2020-04-22,FR,67.94
2020-04-23,FR,67.65
2020-04-24,FR,67.56
2020-04-25,FR,67.38
2020-04-26,FR,67.19
2020-04-27,FR,67.14
2020-04-28,FR,67.13
2020-04-29,FR,67.15
2020-04-30,FR,67.2
2020-05-01,FR,66.98
2020-05-02,FR,66.74
2020-05-03,FR,66.54
2020-05-04,FR,66.21
2020-05-05,FR,65.75
2020-05-06,FR,65.53
2020-05-07,FR,65.13
2020-05-08,FR,65.06
